Latitude,Longitude,predicted_prob,cell_id,Location
47.685962347529085,-122.32015189455956,0.5123688492754264,366,Grid cell 366 (prob: 0.51)
47.6858752812468,-122.32680896369247,0.5182101641322768,367,Grid cell 367 (prob: 0.52)
47.686049024934604,-122.31349480320067,0.5570385509259381,368,Grid cell 368 (prob: 0.56)
47.69010690909948,-122.34691100270446,0.5713844792027012,380,Grid cell 380 (prob: 0.57)
47.69460206772159,-122.34704199156617,0.5265821657592267,382,Grid cell 382 (prob: 0.53)
47.69451343052016,-122.35370012211027,0.5472927392022767,383,Grid cell 383 (prob: 0.55)
47.69909722523638,-122.34717300309222,0.5995501876800974,384,Grid cell 384 (prob: 0.60)
47.703503728847586,-122.35396331967958,0.628655351332543,386,Grid cell 386 (prob: 0.63)
47.68569998219399,-122.34012303475158,0.5743499480160571,388,Grid cell 388 (prob: 0.57)
47.69019514964426,-122.34025342527437,0.6888558039258061,390,Grid cell 390 (prob: 0.69)
47.69028300131292,-122.33359582528365,0.5275041049570061,391,Grid cell 391 (prob: 0.53)
47.694690316015354,-122.34038383835603,0.5801739063060521,392,Grid cell 392 (prob: 0.58)
47.703680645410586,-122.34064473221952,0.5386150072728985,396,Grid cell 396 (prob: 0.54)
47.69944791574311,-122.32053795169755,0.5810403849742103,397,Grid cell 397 (prob: 0.58)
47.71284636162253,-122.32758473406628,0.5119048142054449,404,Grid cell 404 (prob: 0.51)
47.71302019689257,-122.31426366218135,0.5132421316562018,406,Grid cell 406 (prob: 0.51)
47.71267097016086,-122.34090571638883,0.64068936423447,410,Grid cell 410 (prob: 0.64)
47.649326345977116,-122.35921087809182,0.7839275968907774,420,Grid cell 420 (prob: 0.78)
47.654154180858654,-122.35893281575304,0.7113531254153177,422,Grid cell 422 (prob: 0.71)
47.65342318054833,-122.36603699721506,0.7366094756738077,423,Grid cell 423 (prob: 0.74)
47.65857900562465,-122.3656546719378,0.6205423369606915,425,Grid cell 425 (prob: 0.62)
47.66738573358749,-122.38571428529745,0.5156508209738982,436,Grid cell 436 (prob: 0.52)
47.66716388034564,-122.39932600351082,0.8278436440002435,440,Grid cell 440 (prob: 0.83)
47.667915007104476,-122.39335438608002,0.8241168526878061,441,Grid cell 441 (prob: 0.82)
47.671497912580456,-122.39297356152346,0.514474928016424,443,Grid cell 443 (prob: 0.51)
47.66727440604381,-122.37287497094229,0.7316731586311543,447,Grid cell 447 (prob: 0.73)
47.67176953847733,-122.37300814764214,0.554255159421585,451,Grid cell 451 (prob: 0.55)
47.67617450878704,-122.37979708385447,0.563454632941737,452,Grid cell 452 (prob: 0.56)
47.662869021411126,-122.36608778352596,0.5152293249722143,457,Grid cell 457 (prob: 0.52)
47.66736416266943,-122.36622036203953,0.5183517530409344,459,Grid cell 459 (prob: 0.52)
47.671859302982014,-122.3663529634804,0.5098531968361321,460,Grid cell 460 (prob: 0.51)
